,Corruption_Contol,Effectiveness_Government,Political_Stability_And_Absence_of_Violence_Terrorism,Regulatory_Quality,Rule_of_Law,Voice_And_Accountability,Open,High,Low,Close
2007-01-12,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7635483870967742,0.7735483870967742,0.7529032258064516,0.7593548387096775
2007-01-13,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7638709677419355,0.7738709677419355,0.7522580645161291,0.7583870967741936
2007-01-14,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7641935483870967,0.7741935483870968,0.7516129032258064,0.7574193548387097
2007-01-15,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7645161290322581,0.7745161290322581,0.7509677419354839,0.7564516129032258
2007-01-16,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7648387096774194,0.7748387096774194,0.7503225806451613,0.7554838709677419
2007-01-17,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7651612903225806,0.7751612903225806,0.7496774193548387,0.7545161290322581
2007-01-18,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.765483870967742,0.775483870967742,0.7490322580645161,0.7535483870967742
2007-01-19,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7658064516129033,0.7758064516129033,0.7483870967741936,0.7525806451612903
2007-01-20,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7661290322580645,0.7761290322580645,0.7477419354838709,0.7516129032258064
2007-01-21,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7664516129032258,0.7764516129032258,0.7470967741935484,0.7506451612903225
2007-01-22,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7667741935483872,0.7767741935483872,0.7464516129032258,0.7496774193548387
2007-01-23,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7670967741935484,0.7770967741935484,0.7458064516129033,0.7487096774193548
2007-01-24,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7674193548387097,0.7774193548387097,0.7451612903225806,0.7477419354838709
2007-01-25,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7677419354838709,0.7777419354838709,0.7445161290322581,0.7467741935483871
2007-01-26,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7680645161290323,0.7780645161290323,0.7438709677419355,0.7458064516129033
2007-01-27,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7683870967741936,0.7783870967741936,0.7432258064516128,0.7448387096774194
2007-01-28,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7687096774193548,0.7787096774193548,0.7425806451612903,0.7438709677419355
2007-01-29,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7690322580645161,0.7790322580645161,0.7419354838709677,0.7429032258064516
2007-01-30,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7693548387096775,0.7793548387096775,0.7412903225806452,0.7419354838709677
2007-01-31,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7696774193548387,0.7796774193548387,0.7406451612903225,0.7409677419354839
2007-02-01,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.77,0.78,0.74,0.74
2007-02-02,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7685714285714286,0.7785714285714286,0.7392857142857143,0.7396428571428572
2007-02-03,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7671428571428571,0.7771428571428571,0.7385714285714285,0.7392857142857143
2007-02-04,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7657142857142857,0.7757142857142857,0.7378571428571429,0.7389285714285714
2007-02-05,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7642857142857143,0.7742857142857144,0.7371428571428571,0.7385714285714285
2007-02-06,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7628571428571429,0.7728571428571429,0.7364285714285714,0.7382142857142857
2007-02-07,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7614285714285715,0.7714285714285715,0.7357142857142857,0.7378571428571429
2007-02-08,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.76,0.77,0.735,0.7375
2007-02-09,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7585714285714286,0.7685714285714286,0.7342857142857143,0.7371428571428571
2007-02-10,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7571428571428571,0.7671428571428571,0.7335714285714285,0.7367857142857143
2007-02-11,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7557142857142857,0.7657142857142857,0.7328571428571429,0.7364285714285714
2007-02-12,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7542857142857143,0.7642857142857143,0.7321428571428571,0.7360714285714286
2007-02-13,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7528571428571429,0.7628571428571429,0.7314285714285714,0.7357142857142857
2007-02-14,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7514285714285714,0.7614285714285715,0.7307142857142856,0.7353571428571428
2007-02-15,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.75,0.76,0.73,0.735
2007-02-16,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7485714285714286,0.7585714285714286,0.7292857142857143,0.7346428571428572
2007-02-17,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7471428571428571,0.7571428571428571,0.7285714285714285,0.7342857142857143
2007-02-18,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7457142857142857,0.7557142857142857,0.7278571428571429,0.7339285714285714
2007-02-19,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7442857142857143,0.7542857142857143,0.7271428571428571,0.7335714285714285
2007-02-20,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7428571428571429,0.7528571428571429,0.7264285714285714,0.7332142857142857
2007-02-21,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7414285714285714,0.7514285714285714,0.7257142857142856,0.7328571428571429
2007-02-22,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.74,0.75,0.725,0.7324999999999999
2007-02-23,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7385714285714285,0.7485714285714286,0.7242857142857143,0.7321428571428571
2007-02-24,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7371428571428571,0.7471428571428571,0.7235714285714285,0.7317857142857143
2007-02-25,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7357142857142857,0.7457142857142857,0.7228571428571429,0.7314285714285714
2007-02-26,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7342857142857143,0.7442857142857143,0.7221428571428571,0.7310714285714286
2007-02-27,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7328571428571429,0.7428571428571429,0.7214285714285714,0.7307142857142856
2007-02-28,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7314285714285714,0.7414285714285714,0.7207142857142856,0.7303571428571428
2007-03-01,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.74,0.72,0.73
2007-03-02,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7396774193548387,0.72,0.73
2007-03-03,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7393548387096774,0.72,0.73
2007-03-04,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7390322580645161,0.72,0.73
2007-03-05,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7387096774193548,0.72,0.73
2007-03-06,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7383870967741936,0.72,0.73
2007-03-07,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7380645161290322,0.72,0.73
2007-03-08,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7377419354838709,0.72,0.73
2007-03-09,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7374193548387097,0.72,0.73
2007-03-10,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7370967741935484,0.72,0.73
2007-03-11,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7367741935483871,0.72,0.73
2007-03-12,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7364516129032258,0.72,0.73
2007-03-13,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7361290322580645,0.72,0.73
2007-03-14,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7358064516129033,0.72,0.73
2007-03-15,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7354838709677419,0.72,0.73
2007-03-16,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7351612903225806,0.72,0.73
2007-03-17,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7348387096774194,0.72,0.73
2007-03-18,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.734516129032258,0.72,0.73
2007-03-19,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7341935483870967,0.72,0.73
2007-03-20,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7338709677419355,0.72,0.73
2007-03-21,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7335483870967742,0.72,0.73
2007-03-22,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7332258064516128,0.72,0.73
2007-03-23,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7329032258064516,0.72,0.73
2007-03-24,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7325806451612903,0.72,0.73
2007-03-25,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7322580645161291,0.72,0.73
2007-03-26,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7319354838709677,0.72,0.73
2007-03-27,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7316129032258064,0.72,0.73
2007-03-28,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7312903225806452,0.72,0.73
2007-03-29,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7309677419354839,0.72,0.73
2007-03-30,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7306451612903225,0.72,0.73
2007-03-31,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.7303225806451613,0.72,0.73
2007-04-01,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.73,0.73,0.72,0.73
2007-04-02,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7303333333333333,0.7306666666666667,0.7206666666666667,0.7303333333333333
2007-04-03,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7306666666666667,0.7313333333333333,0.7213333333333333,0.7306666666666667
2007-04-04,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.731,0.732,0.722,0.731
2007-04-05,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7313333333333333,0.7326666666666667,0.7226666666666667,0.7313333333333333
2007-04-06,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7316666666666667,0.7333333333333333,0.7233333333333333,0.7316666666666667
2007-04-07,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.732,0.734,0.724,0.732
2007-04-08,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7323333333333333,0.7346666666666667,0.7246666666666667,0.7323333333333333
2007-04-09,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7326666666666667,0.7353333333333333,0.7253333333333333,0.7326666666666667
2007-04-10,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.733,0.736,0.726,0.733
2007-04-11,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7333333333333333,0.7366666666666667,0.7266666666666667,0.7333333333333333
2007-04-12,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7336666666666667,0.7373333333333333,0.7273333333333333,0.7336666666666667
2007-04-13,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.734,0.738,0.728,0.734
2007-04-14,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7343333333333333,0.7386666666666667,0.7286666666666667,0.7343333333333333
2007-04-15,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7346666666666667,0.7393333333333333,0.7293333333333333,0.7346666666666667
2007-04-16,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.735,0.74,0.73,0.735
2007-04-17,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7353333333333333,0.7406666666666667,0.7306666666666667,0.7353333333333333
2007-04-18,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7356666666666667,0.7413333333333333,0.7313333333333333,0.7356666666666667
2007-04-19,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.736,0.742,0.732,0.736
2007-04-20,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7363333333333333,0.7426666666666667,0.7326666666666667,0.7363333333333333
2007-04-21,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7366666666666667,0.7433333333333333,0.7333333333333333,0.7366666666666667
2007-04-22,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.737,0.744,0.734,0.737
2007-04-23,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7373333333333333,0.7446666666666667,0.7346666666666667,0.7373333333333333
2007-04-24,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7376666666666667,0.7453333333333333,0.7353333333333333,0.7376666666666667
2007-04-25,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.738,0.746,0.736,0.738
2007-04-26,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7383333333333333,0.7466666666666667,0.7366666666666667,0.7383333333333333
2007-04-27,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7386666666666667,0.7473333333333333,0.7373333333333333,0.7386666666666667
2007-04-28,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.739,0.748,0.738,0.739
2007-04-29,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7393333333333333,0.7486666666666667,0.7386666666666667,0.7393333333333333
2007-04-30,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7396666666666667,0.7493333333333333,0.7393333333333333,0.7396666666666667
2007-05-01,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.74,0.75,0.74,0.74
2007-05-02,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7403225806451613,0.75,0.74,0.7403225806451613
2007-05-03,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7406451612903225,0.75,0.74,0.7406451612903225
2007-05-04,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7409677419354839,0.75,0.74,0.7409677419354839
2007-05-05,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7412903225806452,0.75,0.74,0.7412903225806452
2007-05-06,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7416129032258064,0.75,0.74,0.7416129032258064
2007-05-07,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7419354838709677,0.75,0.74,0.7419354838709677
2007-05-08,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7422580645161291,0.75,0.74,0.7422580645161291
2007-05-09,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7425806451612903,0.75,0.74,0.7425806451612903
2007-05-10,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7429032258064516,0.75,0.74,0.7429032258064516
2007-05-11,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7432258064516128,0.75,0.74,0.7432258064516128
2007-05-12,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7435483870967742,0.75,0.74,0.7435483870967742
2007-05-13,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7438709677419355,0.75,0.74,0.7438709677419355
2007-05-14,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7441935483870967,0.75,0.74,0.7441935483870967
2007-05-15,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7445161290322581,0.75,0.74,0.7445161290322581
2007-05-16,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7448387096774194,0.75,0.74,0.7448387096774194
2007-05-17,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7451612903225806,0.75,0.74,0.7451612903225806
2007-05-18,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7454838709677419,0.75,0.74,0.7454838709677419
2007-05-19,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7458064516129033,0.75,0.74,0.7458064516129033
2007-05-20,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7461290322580645,0.75,0.74,0.7461290322580645
2007-05-21,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7464516129032258,0.75,0.74,0.7464516129032258
2007-05-22,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7467741935483871,0.75,0.74,0.7467741935483871
2007-05-23,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7470967741935484,0.75,0.74,0.7470967741935484
2007-05-24,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7474193548387097,0.75,0.74,0.7474193548387097
2007-05-25,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7477419354838709,0.75,0.74,0.7477419354838709
2007-05-26,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7480645161290322,0.75,0.74,0.7480645161290322
2007-05-27,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7483870967741936,0.75,0.74,0.7483870967741936
2007-05-28,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7487096774193548,0.75,0.74,0.7487096774193548
2007-05-29,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7490322580645161,0.75,0.74,0.7490322580645161
2007-05-30,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7493548387096775,0.75,0.74,0.7493548387096775
2007-05-31,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.7496774193548387,0.75,0.74,0.7496774193548387
2007-06-01,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.75,0.75,0.74,0.75
2007-06-02,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.75,0.7503333333333333,0.74,0.75
2007-06-03,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.75,0.7506666666666667,0.74,0.75
2007-06-04,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.75,0.751,0.74,0.75
2007-06-05,-0.778005182743073,0.106631629168987,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,0.75,0.7513333333333333,0.74,0.75
